"","Poke.x","Poke.y","weight","d.x","m.x","s.x","d.y","m.y","s.y","z.x","z.y"
"327","Decidueye","Lopunny-Mega",2,68,1.17647058823529,0.455191495559286,112,1.24107142857143,0.450135829636194,1.80919331709581,1.68599902843092
"328","Decidueye","Primarina",2,68,1.17647058823529,0.455191495559286,103,1.14563106796116,0.406027309771425,1.80919331709581,2.10421543447362
"329","Decidueye","Scolipede",2,68,1.17647058823529,0.455191495559286,50,1.18,0.388087934491604,1.80919331709581,2.11292319889873
"330","Decidueye","Silvally",2,68,1.17647058823529,0.455191495559286,97,1.20618556701031,0.477365695115236,1.80919331709581,1.66290632341745
"331","Decidueye","Tapu_Koko",3,68,1.17647058823529,0.455191495559286,152,1.29605263157895,0.649389073974149,4.00607091642643,2.62392367951803
"332","Dhelmise","Kecleon",2,44,1.11363636363636,0.32103822064055,27,1.11111111111111,0.320256307610174,2.76092869750873,2.77555466595484
"333","Dhelmise","Ribombee",2,44,1.11363636363636,0.32103822064055,86,1.27906976744186,0.545595471576379,2.76092869750873,1.32136403272404
"334","Dhelmise","Tapu_Koko",2,44,1.11363636363636,0.32103822064055,152,1.29605263157895,0.649389073974149,2.76092869750873,1.08401480196305
"335","Dhelmise","Vaporeon",2,44,1.11363636363636,0.32103822064055,75,1.18666666666667,0.455991148957881,2.76092869750873,1.7836603521628
"336","Dhelmise","Victini",2,44,1.11363636363636,0.32103822064055,84,1.19047619047619,0.395035166230561,2.76092869750873,2.04924492482103
"337","Diancie-Mega","Arcanine",2,80,1.3625,0.641275430072906,96,1.14583333333333,0.354791760026154,0.994112623225754,2.40751551446319
"338","Diancie-Mega","Blaziken",2,80,1.3625,0.641275430072906,28,1.03571428571429,0.188982236504614,0.994112623225754,5.10252038562456
"339","Diancie-Mega","Centiskorch",2,80,1.3625,0.641275430072906,28,1.07142857142857,0.262265264156481,0.994112623225754,3.5405810661125
"340","Diancie-Mega","Corviknight",2,80,1.3625,0.641275430072906,69,1.14492753623188,0.35460675480613,0.994112623225754,2.41132593268168
"341","Diancie-Mega","Cresselia",2,80,1.3625,0.641275430072906,54,1.09259259259259,0.29258241983572,0.994112623225754,3.10137365025863
"342","Diancie-Mega","Galvantula",2,80,1.3625,0.641275430072906,78,1.14102564102564,0.35030076036261,0.994112623225754,2.45210532253827
"343","Diancie-Mega","Garchomp",3,80,1.3625,0.641275430072906,95,1.24210526315789,0.499271585874228,2.5535049733838,3.52091884773298
"344","Diancie-Mega","Greninja",3,80,1.3625,0.641275430072906,82,1.19512195121951,0.482765295587107,2.5535049733838,3.73862426582573
"345","Diancie-Mega","Infernape",2,80,1.3625,0.641275430072906,105,1.21904761904762,0.43811116390865,0.994112623225754,1.78254389590313
"346","Diancie-Mega","Mesprit",2,80,1.3625,0.641275430072906,49,1.22448979591837,0.510934850806546,0.994112623225754,1.51782600630479
"347","Diancie-Mega","Mienshao",3,80,1.3625,0.641275430072906,99,1.11111111111111,0.346671899489548,2.5535049733838,5.44863570329801
"348","Diancie-Mega","Obstagoon",2,80,1.3625,0.641275430072906,38,1.05263157894737,0.226294285921414,0.994112623225754,4.18644428954616
"349","Diancie-Mega","Rotom",2,80,1.3625,0.641275430072906,74,1.18918918918919,0.458576584950744,0.994112623225754,1.76810338211643
"350","Diancie-Mega","Sandslash",2,80,1.3625,0.641275430072906,37,1.08108108108108,0.27672473069203,0.994112623225754,3.32069676830436
"351","Diancie-Mega","Skarmory",2,80,1.3625,0.641275430072906,86,1.15116279069767,0.420572211340835,0.994112623225754,2.01829123849179
"352","Diancie-Mega","Tangrowth",2,80,1.3625,0.641275430072906,114,1.1140350877193,0.345867434060794,0.994112623225754,2.56157366965337
"353","Diancie-Mega","Toxapex",2,80,1.3625,0.641275430072906,61,1.11475409836066,0.369610635477286,0.994112623225754,2.39507691789282
"354","Diancie-Mega","Vaporeon",3,80,1.3625,0.641275430072906,75,1.18666666666667,0.455991148957881,2.5535049733838,3.97668537531378
"355","Diancie-Mega","Vikavolt",2,80,1.3625,0.641275430072906,110,1.18181818181818,0.472778594763329,0.994112623225754,1.73058134874189
"356","Diancie-Mega","Zeraora",4,80,1.3625,0.641275430072906,91,1.1978021978022,0.521105240379208,4.11289732354185,5.37741244006421
"357","Ditto","Blissey",2,45,1.11111111111111,0.382706998191366,71,1.08450704225352,0.28012644457405,2.32263557523036,3.26814185336391
"358","Ditto","Celesteela",3,45,1.11111111111111,0.382706998191366,111,1.24324324324324,0.591088613818393,4.93560059736452,2.97207003431892
"359","Ditto","Clefable",2,45,1.11111111111111,0.382706998191366,126,1.17460317460317,0.439624659533381,2.32263557523036,1.8775034736971
"360","Ditto","Hitmontop",2,45,1.11111111111111,0.382706998191366,64,1.25,0.590936840285279,2.32263557523036,1.26917116833997
"361","Donphan","Celesteela",2,92,1.19565217391304,0.398875629485457,111,1.24324324324324,0.591088613818393,2.01653790462092,1.28027632247584
"362","Donphan","Comfey",2,92,1.19565217391304,0.398875629485457,34,1.14705882352941,0.359490627953571,2.01653790462092,2.37263814449357
"363","Donphan","Enamorus",2,92,1.19565217391304,0.398875629485457,27,1.07407407407407,0.266880256341812,2.01653790462092,3.46944333244355
"364","Donphan","Florges",2,92,1.19565217391304,0.398875629485457,94,1.15957446808511,0.422567459508817,2.01653790462092,1.98885530109627
"365","Donphan","Gengar",2,92,1.19565217391304,0.398875629485457,98,1.10204081632653,0.304258297699364,2.01653790462092,2.95130548768382
"366","Donphan","Golbat",2,92,1.19565217391304,0.398875629485457,44,1.09090909090909,0.290803363451153,2.01653790462092,3.12613615709989
"367","Donphan","Gurdurr",2,92,1.19565217391304,0.398875629485457,71,1.12676056338028,0.335072591912718,2.01653790462092,2.60612015932114
"368","Donphan","Hydreigon",2,92,1.19565217391304,0.398875629485457,104,1.23076923076923,0.466983071370874,2.01653790462092,1.64723480654795
"369","Donphan","Incineroar",2,92,1.19565217391304,0.398875629485457,92,1.30434782608696,0.606541817675112,2.01653790462092,1.14691543705839
"370","Donphan","Infernape",2,92,1.19565217391304,0.398875629485457,105,1.21904761904762,0.43811116390865,2.01653790462092,1.78254389590313
"371","Donphan","Jirachi",2,92,1.19565217391304,0.398875629485457,109,1.1651376146789,0.441247420890373,2.01653790462092,1.89205045921055
"372","Donphan","Kleavor",2,92,1.19565217391304,0.398875629485457,18,1.11111111111111,0.323380833381777,2.01653790462092,2.74873708374511
"373","Donphan","Lopunny-Mega",2,92,1.19565217391304,0.398875629485457,112,1.24107142857143,0.450135829636194,2.01653790462092,1.68599902843092
"374","Donphan","Metagross",2,92,1.19565217391304,0.398875629485457,49,1.02040816326531,0.142857142857143,2.01653790462092,6.85714285714285
"375","Donphan","Milotic",2,92,1.19565217391304,0.398875629485457,48,1.25,0.483779446846897,2.01653790462092,1.55029322739574
"376","Donphan","Mismagius",2,92,1.19565217391304,0.398875629485457,64,1.09375,0.293784825696502,2.01653790462092,3.08474066981327
"377","Donphan","Ogerpon",2,92,1.19565217391304,0.398875629485457,37,1.02702702702703,0.164398987305357,2.01653790462092,5.91836354299286
"378","Donphan","Togekiss",2,92,1.19565217391304,0.398875629485457,98,1.30612244897959,0.679723462042964,2.01653790462092,1.02082330501717
"379","Doublade","Keldeo",2,36,1.05555555555556,0.232310684145723,45,1.08888888888889,0.287799032014152,4.06543697255016,3.16578935215567
"380","Doublade","Sylveon",2,36,1.05555555555556,0.232310684145723,109,1.1743119266055,0.404695511905481,4.06543697255016,2.04026990441975
"381","Dracovish","Corviknight",2,43,1.13953488372093,0.350604603563426,69,1.14492753623188,0.35460675480613,2.45423222494398,2.41132593268168
"382","Dracovish","Infernape",2,43,1.13953488372093,0.350604603563426,105,1.21904761904762,0.43811116390865,2.45423222494398,1.78254389590313
"383","Dracovish","Landorus-Therian",2,43,1.13953488372093,0.350604603563426,107,1.19626168224299,0.443809672287583,2.45423222494398,1.81099774958532
"384","Dracovish","Rotom-Heat",2,43,1.13953488372093,0.350604603563426,121,1.21487603305785,0.486597225129914,2.45423222494398,1.61349865226324
"385","Dracovish","Tangrowth",2,43,1.13953488372093,0.350604603563426,114,1.1140350877193,0.345867434060794,2.45423222494398,2.56157366965337
"386","Dracovish","Vikavolt",2,43,1.13953488372093,0.350604603563426,110,1.18181818181818,0.472778594763329,2.45423222494398,1.73058134874189
"387","Dragalge","Greninja",2,38,1.05263157894737,0.226294285921414,82,1.19512195121951,0.482765295587107,4.18644428954616,1.66722433476012
"388","Dragalge","Umbreon",2,38,1.05263157894737,0.226294285921414,79,1.12658227848101,0.404052821108854,4.18644428954616,2.16164242863604
"389","Dragapult","Cryogonal",3,104,1.22115384615385,0.520580907214178,113,1.15044247787611,0.427226080540275,3.4170407120104,4.32922428280812
"390","Dragapult","Gardevoir-Mega",2,104,1.22115384615385,0.520580907214178,61,1.13114754098361,0.38623869286861,1.4961097171505,2.24952205736663
"391","Dragapult","Hitmonchan",2,104,1.22115384615385,0.520580907214178,28,1.03571428571429,0.188982236504614,1.4961097171505,5.10252038562456
"392","Dragapult","Infernape",2,104,1.22115384615385,0.520580907214178,105,1.21904761904762,0.43811116390865,1.4961097171505,1.78254389590313
"393","Dragapult","Iron_Leaves",2,104,1.22115384615385,0.520580907214178,35,1.08571428571429,0.284028640998691,1.4961097171505,3.21899126465183
"394","Dragapult","Iron_Moth",2,104,1.22115384615385,0.520580907214178,35,1.11428571428571,0.322802851090676,1.4961097171505,2.74382423427074
"395","Dragapult","Krookodile",2,104,1.22115384615385,0.520580907214178,87,1.13793103448276,0.346826603453182,1.4961097171505,2.48559065808114
"396","Dragapult","Lycanroc",2,104,1.22115384615385,0.520580907214178,38,1.05263157894737,0.226294285921414,1.4961097171505,4.18644428954616
"397","Dragapult","Machamp",2,104,1.22115384615385,0.520580907214178,36,1.11111111111111,0.318727629155838,1.4961097171505,2.78886675511358
"398","Dragapult","Registeel",2,104,1.22115384615385,0.520580907214178,61,1.13114754098361,0.340363033444467,1.4961097171505,2.5527227508335
"399","Dragapult","Silvally",2,104,1.22115384615385,0.520580907214178,97,1.20618556701031,0.477365695115236,1.4961097171505,1.66290632341745
"400","Dragapult","Slowking",3,104,1.22115384615385,0.520580907214178,95,1.14736842105263,0.411753413416631,3.4170407120104,4.49937151358304
"401","Dragapult","Terapagos",3,104,1.22115384615385,0.520580907214178,25,1.08,0.4,3.4170407120104,4.8
"402","Dragapult","Ting-Lu",3,104,1.22115384615385,0.520580907214178,51,1.13725490196078,0.448089626888963,3.4170407120104,4.15708149945815
"403","Dragapult","Togekiss",3,104,1.22115384615385,0.520580907214178,98,1.30612244897959,0.679723462042964,3.4170407120104,2.49200983283602
"404","Dragapult","Venusaur-Mega",2,104,1.22115384615385,0.520580907214178,82,1.20731707317073,0.490346435307211,1.4961097171505,1.61657732115996
"405","Dragapult","Volbeat",2,104,1.22115384615385,0.520580907214178,59,1.11864406779661,0.326144973197179,1.4961097171505,2.70234406363377
"406","Dragonite","Electrode-Hisui",2,54,1.09259259259259,0.29258241983572,28,1.03571428571429,0.188982236504614,3.10137365025863,5.10252038562456
"407","Dragonite","Heliolisk",2,54,1.09259259259259,0.29258241983572,55,1.09090909090909,0.29012942659283,3.10137365025863,3.13339780720256
"408","Dragonite","Slowbro",2,54,1.09259259259259,0.29258241983572,73,1.0958904109589,0.29647857153426,3.10137365025863,3.04949387863811
"409","Dragonite","Sneasel",2,54,1.09259259259259,0.29258241983572,44,1.13636363636364,0.347141757178774,3.10137365025863,2.48784925978122
"410","Dragonite","Volcanion",2,54,1.09259259259259,0.29258241983572,64,1.078125,0.270489708750042,3.10137365025863,3.40817033025053
"411","Drapion","Alomomola",2,51,1.17647058823529,0.477739776570516,69,1.14492753623188,0.393900641355173,1.72380331752248,2.17078210592989
"412","Drapion","Celesteela",2,51,1.17647058823529,0.477739776570516,111,1.24324324324324,0.591088613818393,1.72380331752248,1.28027632247584
"413","Drapion","Dusknoir",2,51,1.17647058823529,0.477739776570516,29,1.03448275862069,0.185695338177052,1.72380331752248,5.19946946895745
"414","Drapion","Latias-Mega",3,51,1.17647058823529,0.477739776570516,60,1.16666666666667,0.45720842951831,3.81699306022836,4.00984149672139
"415","Drapion","Mamoswine",3,51,1.17647058823529,0.477739776570516,108,1.19444444444444,0.501555213709074,3.81699306022836,3.59991384039897
"416","Drapion","Silvally",2,51,1.17647058823529,0.477739776570516,97,1.20618556701031,0.477365695115236,1.72380331752248,1.66290632341745
"417","Drapion","Zeraora",2,51,1.17647058823529,0.477739776570516,91,1.1978021978022,0.521105240379208,1.72380331752248,1.53941611029289
"418","Druddigon","Aerodactyl-Mega",2,77,1.15584415584416,0.399504135573584,44,1.11363636363636,0.321038220640551,2.1130090254106,2.76092869750873
"419","Druddigon","Aggron-Mega",2,77,1.15584415584416,0.399504135573584,91,1.17582417582418,0.410782629552868,2.1130090254106,2.00635510092754
"420","Druddigon","Basculin",2,77,1.15584415584416,0.399504135573584,29,1.03448275862069,0.185695338177052,2.1130090254106,5.19946946895745
"421","Druddigon","Gallade-Mega",2,77,1.15584415584416,0.399504135573584,86,1.25581395348837,0.557009800560688,2.1130090254106,1.33603761686514
"422","Druddigon","Klefki",2,77,1.15584415584416,0.399504135573584,64,1.09375,0.293784825696502,2.1130090254106,3.08474066981327
"423","Druddigon","Lickilicky",3,77,1.15584415584416,0.399504135573584,71,1.25352112676056,0.553387228391914,4.61611202474317,3.15597972565165
"424","Druddigon","Milotic",2,77,1.15584415584416,0.399504135573584,48,1.25,0.483779446846897,2.1130090254106,1.55029322739574
"425","Druddigon","Mudsdale",2,77,1.15584415584416,0.399504135573584,29,1.03448275862069,0.185695338177052,2.1130090254106,5.19946946895745
"426","Druddigon","Porygon2",2,77,1.15584415584416,0.399504135573584,79,1.11392405063291,0.357603912534951,2.1130090254106,2.47781391172695
"427","Druddigon","Reuniclus",2,77,1.15584415584416,0.399504135573584,80,1.125,0.368884737237919,2.1130090254106,2.37201464758801
"428","Druddigon","Scolipede",2,77,1.15584415584416,0.399504135573584,50,1.18,0.388087934491604,2.1130090254106,2.11292319889873
"429","Dugtrio","Clefable",3,53,1.11320754716981,0.375211599710523,126,1.17460317460317,0.439624659533381,5.02860906828536,4.15217114375319
"430","Dugtrio","Hydreigon",2,53,1.11320754716981,0.375211599710523,104,1.23076923076923,0.466983071370874,2.36344626209412,1.64723480654795
"431","Dugtrio","Nihilego",2,53,1.11320754716981,0.375211599710523,65,1.2,0.474341649025257,2.36344626209412,1.68654808542314
"432","Dugtrio","Persian-Alola",2,53,1.11320754716981,0.375211599710523,83,1.08433734939759,0.279582409732646,2.36344626209412,3.27510822829671
"433","Dugtrio","Slowbro-Mega",2,53,1.11320754716981,0.375211599710523,27,1.07407407407407,0.266880256341812,2.36344626209412,3.46944333244355
"434","Dusclops","Crobat",2,27,1.11111111111111,0.320256307610174,103,1.25242718446602,0.55516199017241,2.77555466595484,1.34658501260473
"435","Dusclops","Goodra",2,27,1.11111111111111,0.320256307610174,81,1.09876543209877,0.300205690802362,2.77555466595484,3.00205690802362
"436","Dusclops","Vikavolt",2,27,1.11111111111111,0.320256307610174,110,1.18181818181818,0.472778594763329,2.77555466595484,1.73058134874189
"437","Dusknoir","Drapion",2,29,1.03448275862069,0.185695338177052,51,1.17647058823529,0.477739776570516,5.19946946895745,1.72380331752248
"438","Eelektross","Heatran",2,38,1.05263157894737,0.226294285921414,96,1.125,0.362738125055006,4.18644428954616,2.41220853161579
"439","Eelektross","Reuniclus",2,38,1.05263157894737,0.226294285921414,80,1.125,0.368884737237919,4.18644428954616,2.37201464758801
"440","Eldegoss","Alomomola",2,28,1.03571428571429,0.188982236504614,69,1.14492753623188,0.393900641355173,5.10252038562456,2.17078210592989
"441","Electrode","Bisharp",2,35,1.14285714285714,0.355035801248363,46,1.08695652173913,0.354406355380797,2.41424344848887,2.57626158334502
"442","Electrode","Buzzwole",2,35,1.14285714285714,0.355035801248363,60,1.13333333333333,0.342803331800882,2.41424344848887,2.5281745720315
"443","Electrode","Minior",2,35,1.14285714285714,0.355035801248363,33,1.21212121212121,0.48461168459756,2.41424344848887,1.62579403864988
"444","Electrode","Suicune",2,35,1.14285714285714,0.355035801248363,70,1.14285714285714,0.352453688425121,2.41424344848887,2.43193045013333
"445","Electrode","Venusaur-Mega",2,35,1.14285714285714,0.355035801248363,82,1.20731707317073,0.490346435307211,2.41424344848887,1.61657732115996
"446","Electrode-Hisui","Dragonite",2,28,1.03571428571429,0.188982236504614,54,1.09259259259259,0.29258241983572,5.10252038562456,3.10137365025863
"447","Empoleon","Arcanine",2,100,1.29,0.68600733276406,96,1.14583333333333,0.354791760026154,1.03497435973354,2.40751551446319
"448","Empoleon","Aromatisse",3,100,1.29,0.68600733276406,76,1.18421052631579,0.508868714327234,2.49268472555544,3.56828671631902
"449","Empoleon","Clefable",2,100,1.29,0.68600733276406,126,1.17460317460317,0.439624659533381,1.03497435973354,1.8775034736971
"450","Empoleon","Gallade-Mega",4,100,1.29,0.68600733276406,86,1.25581395348837,0.557009800560688,3.95039509137733,4.9266387121902
"451","Empoleon","Haxorus",2,100,1.29,0.68600733276406,112,1.15178571428571,0.3846098158195,1.03497435973354,2.2053890743973
"452","Empoleon","Hydreigon",2,100,1.29,0.68600733276406,104,1.23076923076923,0.466983071370874,1.03497435973354,1.64723480654795
"453","Empoleon","Komala",2,100,1.29,0.68600733276406,36,1.08333333333333,0.280305955290694,1.03497435973354,3.27023614505809
"454","Empoleon","Landorus-Therian",2,100,1.29,0.68600733276406,107,1.19626168224299,0.443809672287583,1.03497435973354,1.81099774958532
"455","Empoleon","Latios-Mega",2,100,1.29,0.68600733276406,64,1.09375,0.293784825696502,1.03497435973354,3.08474066981327
"456","Empoleon","Mamoswine",2,100,1.29,0.68600733276406,108,1.19444444444444,0.501555213709074,1.03497435973354,1.60611540571646
"457","Empoleon","Moltres",3,100,1.29,0.68600733276406,92,1.15217391304348,0.417601277015216,2.49268472555544,4.42485736672973
"458","Empoleon","Raikou",3,100,1.29,0.68600733276406,77,1.15584415584416,0.43118365439112,2.49268472555544,4.27696139539427
"459","Empoleon","Tapu_Bulu",2,100,1.29,0.68600733276406,71,1.09859154929577,0.344546475300287,1.03497435973354,2.61621730397506
"460","Empoleon","Togekiss",4,100,1.29,0.68600733276406,98,1.30612244897959,0.679723462042964,3.95039509137733,3.96319636065488
"461","Empoleon","Tornadus",2,100,1.29,0.68600733276406,65,1.07692307692308,0.268543077764787,1.03497435973354,3.43735139538928
"462","Empoleon","Tsareena",3,100,1.29,0.68600733276406,98,1.31632653061224,0.667306306512647,2.49268472555544,2.52308940130756
"463","Empoleon","Tyranitar",2,100,1.29,0.68600733276406,38,1.05263157894737,0.226294285921414,1.03497435973354,4.18644428954616
"464","Empoleon","Vikavolt",4,100,1.29,0.68600733276406,110,1.18181818181818,0.472778594763329,3.95039509137733,5.96089131233318
"465","Empoleon","Weezing",2,100,1.29,0.68600733276406,75,1.18666666666667,0.45599114895788,1.03497435973354,1.7836603521628
"466","Enamorus","Donphan",2,27,1.07407407407407,0.266880256341812,92,1.19565217391304,0.398875629485457,3.46944333244355,2.01653790462092
"467","Enamorus","Kleavor",2,27,1.07407407407407,0.266880256341812,18,1.11111111111111,0.323380833381777,3.46944333244355,2.74873708374511
"468","Entei","Cryogonal",2,39,1.02564102564103,0.160128153805087,113,1.15044247787611,0.427226080540275,6.08486984459331,1.98854321124201
"469","Excadrill","Breloom",2,73,1.23287671232877,0.540589902719589,57,1.03508771929825,0.185637153830276,1.41904849463892,5.19784030724772
"470","Excadrill","Darmanitan",3,73,1.23287671232877,0.540589902719589,86,1.16279069767442,0.401774449932212,3.26887956800751,4.57273801914373
"471","Excadrill","Gigalith",3,73,1.23287671232877,0.540589902719589,43,1.16279069767442,0.432612911665819,3.26887956800751,4.24677408552422
"472","Excadrill","Haxorus",3,73,1.23287671232877,0.540589902719589,112,1.15178571428571,0.3846098158195,3.26887956800751,4.80542672000255
"473","Excadrill","Hippowdon",3,73,1.23287671232877,0.540589902719589,54,1.09259259259259,0.351198407532735,3.26887956800751,5.43113911252465
"474","Excadrill","Indeedee",2,73,1.23287671232877,0.540589902719589,28,1.07142857142857,0.262265264156481,1.41904849463892,3.5405810661125
"475","Excadrill","Mimikyu",2,73,1.23287671232877,0.540589902719589,69,1.15942028985507,0.368749412992438,1.41904849463892,2.27954182577144
"476","Excadrill","Starmie",2,73,1.23287671232877,0.540589902719589,63,1.11111111111111,0.316793975540994,1.41904849463892,2.80588949764881
"477","Excadrill","Suicune",2,73,1.23287671232877,0.540589902719589,70,1.14285714285714,0.352453688425121,1.41904849463892,2.43193045013333
"478","Excadrill","Sylveon",2,73,1.23287671232877,0.540589902719589,109,1.1743119266055,0.404695511905481,1.41904849463892,2.04026990441975
"479","Excadrill","Talonflame",2,73,1.23287671232877,0.540589902719589,54,1.11111111111111,0.371974165600534,1.41904849463892,2.38965221537313
"480","Excadrill","Thundurus",2,73,1.23287671232877,0.540589902719589,65,1.07692307692308,0.268543077764787,1.41904849463892,3.43735139538928
"481","Excadrill","Virizion",2,73,1.23287671232877,0.540589902719589,35,1.14285714285714,0.355035801248363,1.41904849463892,2.41424344848887
"482","Ferroseed","Milotic",2,18,1.11111111111111,0.323380833381777,48,1.25,0.483779446846897,2.74873708374511,1.55029322739574
"483","Ferroseed","Tornadus-Therian",2,18,1.11111111111111,0.323380833381777,128,1.2421875,0.585199256058429,2.74873708374511,1.29496490666136
"484","Ferrothorn","Landorus-Therian",2,83,1.06024096385542,0.239379155844276,107,1.19626168224299,0.443809672287583,3.92581815584613,1.81099774958532
"485","Ferrothorn","Slowking",2,83,1.06024096385542,0.239379155844276,95,1.14736842105263,0.411753413416631,3.92581815584613,2.0707334806831
"486","Ferrothorn","Tapu_Fini",2,83,1.06024096385542,0.239379155844276,61,1.13114754098361,0.38623869286861,3.92581815584613,2.24952205736663
"487","Ferrothorn","Victini",2,83,1.06024096385542,0.239379155844276,84,1.19047619047619,0.395035166230561,3.92581815584613,2.04924492482103
"488","Ferrothorn","Vikavolt",2,83,1.06024096385542,0.239379155844276,110,1.18181818181818,0.472778594763329,3.92581815584613,1.73058134874189
"489","Florges","Corviknight",2,94,1.15957446808511,0.422567459508817,69,1.14492753623188,0.35460675480613,1.98885530109627,2.41132593268168
"490","Florges","Donphan",2,94,1.15957446808511,0.422567459508817,92,1.19565217391304,0.398875629485457,1.98885530109627,2.01653790462092
"491","Florges","Infernape",2,94,1.15957446808511,0.422567459508817,105,1.21904761904762,0.43811116390865,1.98885530109627,1.78254389590313
"492","Florges","Kyurem",2,94,1.15957446808511,0.422567459508817,97,1.21649484536082,0.483623564952453,1.98885530109627,1.62007232777461
"493","Florges","Latias",2,94,1.15957446808511,0.422567459508817,54,1.07407407407407,0.264350528572715,1.98885530109627,3.50264450358847
"494","Florges","Leavanny",2,94,1.15957446808511,0.422567459508817,39,1.02564102564103,0.160128153805087,1.98885530109627,6.08486984459331
"495","Florges","Lopunny-Mega",2,94,1.15957446808511,0.422567459508817,112,1.24107142857143,0.450135829636194,1.98885530109627,1.68599902843092
"496","Florges","Magneton",2,94,1.15957446808511,0.422567459508817,46,1.08695652173913,0.284884924644768,1.98885530109627,3.20495540225364
"497","Florges","Milotic",2,94,1.15957446808511,0.422567459508817,48,1.25,0.483779446846897,1.98885530109627,1.55029322739574
"498","Florges","Necrozma",3,94,1.15957446808511,0.422567459508817,72,1.08333333333333,0.32501354251308,4.35534135556525,5.89719016582065
"499","Florges","Pelipper",2,94,1.15957446808511,0.422567459508817,47,1.06382978723404,0.247092248145165,1.98885530109627,3.78874780489254
"500","Florges","Piloswine",2,94,1.15957446808511,0.422567459508817,60,1.16666666666667,0.418498796817689,1.98885530109627,1.99124427518094
"501","Florges","Venusaur-Mega",3,94,1.15957446808511,0.422567459508817,82,1.20731707317073,0.490346435307211,4.35534135556525,3.65595178785407
"502","Flygon","Froslass",2,54,1.09259259259259,0.29258241983572,46,1.08695652173913,0.284884924644768,3.10137365025863,3.20495540225364
"503","Flygon","Grimmsnarl",2,54,1.09259259259259,0.29258241983572,70,1.12857142857143,0.377690486403442,3.10137365025863,2.30725581606979
"504","Flygon","Mienshao",2,54,1.09259259259259,0.29258241983572,99,1.11111111111111,0.346671899489548,3.10137365025863,2.56406386037553
"505","Flygon","Starmie",2,54,1.09259259259259,0.29258241983572,63,1.11111111111111,0.316793975540994,3.10137365025863,2.80588949764881
"506","Flygon","Zapdos",2,54,1.09259259259259,0.29258241983572,79,1.10126582278481,0.303608076851989,3.10137365025863,2.96017874930689
"507","Forretress","Bellibolt",2,82,1.08536585365854,0.28114490408193,46,1.04347826086957,0.206184570942362,3.25324817580519,4.63915284620315
"508","Forretress","Krookodile",2,82,1.08536585365854,0.28114490408193,87,1.13793103448276,0.346826603453182,3.25324817580519,2.48559065808114
"509","Forretress","Kyurem",2,82,1.08536585365854,0.28114490408193,97,1.21649484536082,0.483623564952453,3.25324817580519,1.62007232777461
"510","Forretress","Maushold",2,82,1.08536585365854,0.28114490408193,28,1.03571428571429,0.188982236504614,3.25324817580519,5.10252038562457
"511","Forretress","Miltank",2,82,1.08536585365854,0.28114490408193,61,1.14754098360656,0.441061808736239,3.25324817580519,1.93274275738352
"512","Forretress","Primarina",2,82,1.08536585365854,0.28114490408193,103,1.14563106796116,0.406027309771425,3.25324817580519,2.10421543447362
"513","Forretress","Toxapex",2,82,1.08536585365854,0.28114490408193,61,1.11475409836066,0.369610635477286,3.25324817580519,2.39507691789282
"514","Froslass","Flygon",2,46,1.08695652173913,0.284884924644768,54,1.09259259259259,0.29258241983572,3.20495540225364,3.10137365025863
"515","Froslass","Pangoro",2,46,1.08695652173913,0.284884924644768,37,1.08108108108108,0.27672473069203,3.20495540225364,3.32069676830436
"516","Froslass","Rotom-Heat",2,46,1.08695652173913,0.284884924644768,121,1.21487603305785,0.486597225129914,3.20495540225364,1.61349865226324
"517","Froslass","Skarmory",2,46,1.08695652173913,0.284884924644768,86,1.15116279069767,0.420572211340835,3.20495540225364,2.01829123849179
"518","Gallade-Mega","Arcanine",2,86,1.25581395348837,0.557009800560688,96,1.14583333333333,0.354791760026154,1.33603761686514,2.40751551446319
"519","Gallade-Mega","Clefable",2,86,1.25581395348837,0.557009800560688,126,1.17460317460317,0.439624659533381,1.33603761686514,1.8775034736971
"520","Gallade-Mega","Corviknight",2,86,1.25581395348837,0.557009800560688,69,1.14492753623188,0.35460675480613,1.33603761686514,2.41132593268168
"521","Gallade-Mega","Decidueye",2,86,1.25581395348837,0.557009800560688,68,1.17647058823529,0.455191495559286,1.33603761686514,1.80919331709581
"522","Gallade-Mega","Druddigon",2,86,1.25581395348837,0.557009800560688,77,1.15584415584416,0.399504135573584,1.33603761686514,2.1130090254106
"523","Gallade-Mega","Empoleon",4,86,1.25581395348837,0.557009800560688,100,1.29,0.68600733276406,4.9266387121902,3.95039509137733
"524","Gallade-Mega","Garchomp",2,86,1.25581395348837,0.557009800560688,95,1.24210526315789,0.499271585874228,1.33603761686514,1.51800094033997
"525","Gallade-Mega","Grimmsnarl",3,86,1.25581395348837,0.557009800560688,70,1.12857142857143,0.377690486403442,3.13133816452767,4.95492642467448
"526","Gallade-Mega","Hydreigon",2,86,1.25581395348837,0.557009800560688,104,1.23076923076923,0.466983071370874,1.33603761686514,1.64723480654795
"527","Gallade-Mega","Melmetal",2,86,1.25581395348837,0.557009800560688,63,1.11111111111111,0.36416546713712,1.33603761686514,2.44089286081097
"528","Gallade-Mega","Porygon2",2,86,1.25581395348837,0.557009800560688,79,1.11392405063291,0.357603912534951,1.33603761686514,2.47781391172695
"529","Gallade-Mega","Raikou",3,86,1.25581395348837,0.557009800560688,77,1.15584415584416,0.43118365439112,3.13133816452767,4.27696139539427
