"","Poke.x","Poke.y","weight"
"4019","Cyclizar","Sableye-Mega",1
"4020","Cyclizar","Samurott",1
"4021","Cyclizar","Sandy_Shocks",1
"4022","Cyclizar","Scream_Tail",1
"4023","Cyclizar","Skarmory",1
"4024","Cyclizar","Spidops",1
"4025","Cyclizar","Tapu_Koko",1
"4026","Cyclizar","Tauros-Paldea",1
"4027","Cyclizar","Tentacruel",1
"4028","Cyclizar","Thundurus",1
"4029","Cyclizar","Ting-Lu",1
"4030","Cyclizar","Tinkaton",1
"4031","Darkrai","Alcremie",1
"4032","Darkrai","Archaludon",1
"4033","Darkrai","Arctovish",1
"4034","Darkrai","Banette-Mega",2
"4035","Darkrai","Bellibolt",1
"4036","Darkrai","Breloom",1
"4037","Darkrai","Ceruledge",1
"4038","Darkrai","Clefable",1
"4039","Darkrai","Espeon",1
"4040","Darkrai","Haxorus",1
"4041","Darkrai","Landorus-Therian",1
"4042","Darkrai","Mamoswine",1
"4043","Darkrai","Quaquaval",1
"4044","Darkrai","Skarmory",1
"4045","Darkrai","Slowking",1
"4046","Darkrai","Tangrowth",1
"4047","Darkrai","Terrakion",1
"4048","Darkrai","Togedemaru",1
"4049","Darmanitan","Absol-Mega",1
"4050","Darmanitan","Aggron-Mega",1
"4051","Darmanitan","Ampharos",1
"4052","Darmanitan","Ampharos-Mega",1
"4053","Darmanitan","Armaldo",1
"4054","Darmanitan","Aromatisse",1
"4055","Darmanitan","Azelf",1
"4056","Darmanitan","Barraskewda",1
"4057","Darmanitan","Beedrill-Mega",1
"4058","Darmanitan","Blastoise-Mega",1
"4059","Darmanitan","Breloom",1
"4060","Darmanitan","Celebi",1
"4061","Darmanitan","Celesteela",1
"4062","Darmanitan","Cinccino",1
"4063","Darmanitan","Cofagrigus",1
"4064","Darmanitan","Comfey",1
"4065","Darmanitan","Crobat",2
"4066","Darmanitan","Deoxys-Defense",1
"4067","Darmanitan","Ditto",1
"4068","Darmanitan","Donphan",1
"4069","Darmanitan","Dragapult",1
"4070","Darmanitan","Empoleon",1
"4071","Darmanitan","Excadrill",3
"4072","Darmanitan","Garchomp-Mega",1
"4073","Darmanitan","Gardevoir-Mega",1
"4074","Darmanitan","Gigalith",1
"4075","Darmanitan","Glastrier",1
"4076","Darmanitan","Gliscor",1
"4077","Darmanitan","Golbat",1
"4078","Darmanitan","Grafaiai",1
"4079","Darmanitan","Greninja",1
"4080","Darmanitan","Haunter",1
"4081","Darmanitan","Haxorus",1
"4082","Darmanitan","Heracross",1
"4083","Darmanitan","Heracross-Mega",1
"4084","Darmanitan","Hippowdon",1
"4085","Darmanitan","Hitmonlee",1
"4086","Darmanitan","Hydreigon",1
"4087","Darmanitan","Illumise",1
"4088","Darmanitan","Indeedee",2
"4089","Darmanitan","Jellicent",1
"4090","Darmanitan","Jirachi",1
"4091","Darmanitan","Kartana",2
"4092","Darmanitan","Kyurem-Black",2
"4093","Darmanitan","Landorus-Therian",1
"4094","Darmanitan","Lanturn",2
"4095","Darmanitan","Liepard",1
"4096","Darmanitan","Linoone",1
"4097","Darmanitan","Machamp",1
"4098","Darmanitan","Malamar",1
"4099","Darmanitan","Mamoswine",1
"4100","Darmanitan","Meloetta",1
"4101","Darmanitan","Mienshao",1
"4102","Darmanitan","Mimikyu",2
"4103","Darmanitan","Mismagius",2
"4104","Darmanitan","Moltres-Galar",1
"4105","Darmanitan","Persian-Alola",1
"4106","Darmanitan","Pidgeot-Mega",1
"4107","Darmanitan","Porygon-Z",1
"4108","Darmanitan","Raging_Bolt",1
"4109","Darmanitan","Raichu-Alola",1
"4110","Darmanitan","Raikou",2
"4111","Darmanitan","Registeel",1
"4112","Darmanitan","Roserade",1
"4113","Darmanitan","Rotom-Wash",1
"4114","Darmanitan","Sableye-Mega",1
"4115","Darmanitan","Serperior",1
"4116","Darmanitan","Shaymin",2
"4117","Darmanitan","Silvally",1
"4118","Darmanitan","Simisage",1
"4119","Darmanitan","Starmie",2
"4120","Darmanitan","Swellow",1
"4121","Darmanitan","Sylveon",2
"4122","Darmanitan","Tapu_Fini",1
"4123","Darmanitan","Thundurus",1
"4124","Darmanitan","Ting-Lu",1
"4125","Darmanitan","Togekiss",1
"4126","Darmanitan","Tornadus",1
"4127","Darmanitan","Tornadus-Therian",2
"4128","Darmanitan","Tropius",1
"4129","Darmanitan","Vanilluxe",1
"4130","Darmanitan","Whimsicott",1
"4131","Darmanitan","Zangoose",1
"4132","Darmanitan","Zeraora",1
"4133","Darmanitan","Zoroark",1
"4134","Darmanitan","Zygarde-10",1
"4135","Darmanitan-Galar","Aggron-Mega",1
"4136","Darmanitan-Galar","Ariados",1
"4137","Darmanitan-Galar","Audino-Mega",1
"4138","Darmanitan-Galar","Basculin",1
"4139","Darmanitan-Galar","Boltund",1
"4140","Darmanitan-Galar","Buzzwole",1
"4141","Darmanitan-Galar","Chandelure",1
"4142","Darmanitan-Galar","Chansey",1
"4143","Darmanitan-Galar","Cinccino",1
"4144","Darmanitan-Galar","Corsola-Galar",1
"4145","Darmanitan-Galar","Dragapult",1
"4146","Darmanitan-Galar","Druddigon",1
"4147","Darmanitan-Galar","Escavalier",1
"4148","Darmanitan-Galar","Excadrill",1
"4149","Darmanitan-Galar","Gigalith",1
"4150","Darmanitan-Galar","Heatran",1
"4151","Darmanitan-Galar","Hippowdon",1
"4152","Darmanitan-Galar","Jellicent",1
"4153","Darmanitan-Galar","Latias-Mega",2
"4154","Darmanitan-Galar","Lickilicky",1
"4155","Darmanitan-Galar","Lycanroc",1
"4156","Darmanitan-Galar","Mandibuzz",1
"4157","Darmanitan-Galar","Moltres",1
"4158","Darmanitan-Galar","Morpeko",1
"4159","Darmanitan-Galar","Muk-Alola",1
"4160","Darmanitan-Galar","Noivern",1
"4161","Darmanitan-Galar","Rhydon",1
"4162","Darmanitan-Galar","Rotom-Heat",1
"4163","Darmanitan-Galar","Rotom-Mow",1
"4164","Darmanitan-Galar","Skarmory",1
"4165","Darmanitan-Galar","Slowbro",1
"4166","Darmanitan-Galar","Slowking",1
"4167","Darmanitan-Galar","Suicune",1
"4168","Darmanitan-Galar","Sylveon",1
"4169","Darmanitan-Galar","Terrakion",1
"4170","Darmanitan-Galar","Virizion",2
"4171","Darmanitan-Galar","Weezing-Galar",1
"4172","Darmanitan-Galar","Whimsicott",1
"4173","Decidueye","Alakazam-Mega",1
"4174","Decidueye","Arcanine",2
"4175","Decidueye","Archeops",2
"4176","Decidueye","Armaldo",1
"4177","Decidueye","Celesteela",1
"4178","Decidueye","Cobalion",1
"4179","Decidueye","Drapion",1
"4180","Decidueye","Druddigon",1
"4181","Decidueye","Dugtrio",1
"4182","Decidueye","Florges",1
"4183","Decidueye","Forretress",1
"4184","Decidueye","Frogadier",1
"4185","Decidueye","Gallade-Mega",2
"4186","Decidueye","Gastrodon",2
"4187","Decidueye","Gligar",1
"4188","Decidueye","Gliscor",1
"4189","Decidueye","Golurk",1
"4190","Decidueye","Grimmsnarl",1
"4191","Decidueye","Gurdurr",1
"4192","Decidueye","Hawlucha",1
"4193","Decidueye","Haxorus",1
"4194","Decidueye","Hoopa-Unbound",1
"4195","Decidueye","Hydreigon",3
"4196","Decidueye","Incineroar",1
"4197","Decidueye","Indeedee",1
"4198","Decidueye","Iron_Bundle",1
"4199","Decidueye","Jolteon",1
"4200","Decidueye","Kangaskhan",1
"4201","Decidueye","Krookodile",1
"4202","Decidueye","Latias-Mega",1
"4203","Decidueye","Lickilicky",1
"4204","Decidueye","Liepard",1
"4205","Decidueye","Lopunny-Mega",2
"4206","Decidueye","Mamoswine",1
"4207","Decidueye","Manaphy",1
"4208","Decidueye","Melmetal",1
"4209","Decidueye","Mew",1
"4210","Decidueye","Mienshao",1
"4211","Decidueye","Minior",1
"4212","Decidueye","Mudsdale",1
"4213","Decidueye","Noivern",1
"4214","Decidueye","Pelipper",1
"4215","Decidueye","Porygon2",1
"4216","Decidueye","Primarina",2
"4217","Decidueye","Qwilfish",1
"4218","Decidueye","Raichu-Alola",1
"4219","Decidueye","Raikou",1
"4220","Decidueye","Reuniclus",1
"4221","Decidueye","Ribombee",1
"4222","Decidueye","Rotom-Fan",1
"4223","Decidueye","Rotom-Heat",1
"4224","Decidueye","Scizor-Mega",1
"4225","Decidueye","Scolipede",2
"4226","Decidueye","Shuckle",1
"4227","Decidueye","Silvally",2
"4228","Decidueye","Skarmory",1
"4229","Decidueye","Slaking",1
"4230","Decidueye","Sliggoo-Hisui",1
"4231","Decidueye","Sneasel",1
"4232","Decidueye","Swampert-Mega",1
"4233","Decidueye","Sylveon",1
"4234","Decidueye","Tapu_Koko",3
"4235","Decidueye","Vanilluxe",1
"4236","Decidueye","Victini",1
"4237","Decidueye","Vikavolt",1
"4238","Decidueye","Volcanion",1
"4239","Decidueye","Zeraora",1
"4240","Decidueye","Zygarde-10",1
"4241","Dedenne","Cloyster",1
"4242","Dedenne","Delcatty",1
"4243","Dedenne","Dragalge",1
"4244","Dedenne","Ferrothorn",1
"4245","Dedenne","Glalie-Mega",1
"4246","Dedenne","Gliscor",1
"4247","Dedenne","Mew",1
"4248","Dedenne","Ribombee",1
"4249","Dedenne","Umbreon",1
"4250","Dedenne","Victini",1
"4251","Delcatty","Cloyster",1
"4252","Delcatty","Dedenne",1
"4253","Delcatty","Dragalge",1
"4254","Delcatty","Ferrothorn",1
"4255","Delcatty","Glalie-Mega",1
"4256","Delcatty","Gliscor",1
"4257","Delcatty","Mew",1
"4258","Delcatty","Ribombee",1
"4259","Delcatty","Umbreon",1
"4260","Delcatty","Victini",1
"4261","Delphox","Aerodactyl",1
"4262","Delphox","Arboliva",1
"4263","Delphox","Blacephalon",1
"4264","Delphox","Blissey",1
"4265","Delphox","Bronzong",1
"4266","Delphox","Clefable",1
"4267","Delphox","Dusknoir",1
"4268","Delphox","Forretress",1
"4269","Delphox","Haxorus",1
"4270","Delphox","Kilowattrel",1
"4271","Delphox","Klefki",1
"4272","Delphox","Krookodile",1
"4273","Delphox","Kyurem",1
"4274","Delphox","Landorus",1
"4275","Delphox","Lycanroc-Dusk",1
"4276","Delphox","Machamp",1
"4277","Delphox","Malamar",1
"4278","Delphox","Masquerain",1
"4279","Delphox","Medicham-Mega",1
"4280","Delphox","Mimikyu",1
"4281","Delphox","Minior",1
"4282","Delphox","Pelipper",1
"4283","Delphox","Primarina",1
"4284","Delphox","Roserade",1
"4285","Delphox","Tauros-Paldea",1
"4286","Delphox","Tentacruel",1
"4287","Delphox","Tyrantrum",1
"4288","Delphox","Venusaur-Mega",1
"4289","Delphox","Xurkitree",1
"4290","Delphox","Zangoose",1
"4291","Deoxys-Defense","Absol-Mega",1
"4292","Deoxys-Defense","Bastiodon",1
"4293","Deoxys-Defense","Breloom",1
"4294","Deoxys-Defense","Cinderace",1
"4295","Deoxys-Defense","Cyclizar",1
"4296","Deoxys-Defense","Darmanitan",1
"4297","Deoxys-Defense","Eldegoss",1
"4298","Deoxys-Defense","Excadrill",1
"4299","Deoxys-Defense","Gouging_Fire",1
"4300","Deoxys-Defense","Grafaiai",1
"4301","Deoxys-Defense","Heracross-Mega",1
"4302","Deoxys-Defense","Illumise",1
"4303","Deoxys-Defense","Iron_Treads",1
"4304","Deoxys-Defense","Iron_Valiant",1
"4305","Deoxys-Defense","Jellicent",1
"4306","Deoxys-Defense","Kingambit",1
"4307","Deoxys-Defense","Landorus",1
"4308","Deoxys-Defense","Oricorio",1
"4309","Deoxys-Defense","Raging_Bolt",1
"4310","Deoxys-Defense","Roserade",1
"4311","Deoxys-Defense","Rotom",1
"4312","Deoxys-Defense","Samurott-Hisui",1
"4313","Deoxys-Defense","Swellow",1
"4314","Deoxys-Defense","Sylveon",1
"4315","Deoxys-Defense","Tentacruel",1
"4316","Deoxys-Defense","Thundurus-Therian",1
"4317","Deoxys-Defense","Tinkaton",1
"4318","Deoxys-Defense","Tornadus-Therian",1
"4319","Deoxys-Defense","Tropius",1
"4320","Deoxys-Speed","Absol-Mega",1
"4321","Deoxys-Speed","Dewgong",1
"4322","Deoxys-Speed","Dragonite",1
"4323","Deoxys-Speed","Ferrothorn",1
"4324","Deoxys-Speed","Great_Tusk",1
"4325","Deoxys-Speed","Regigigas",1
"4326","Deoxys-Speed","Tapu_Lele",1
"4327","Deoxys-Speed","Toxtricity",1
"4328","Deoxys-Speed","Volcanion",1
"4329","Dewgong","Absol-Mega",1
"4330","Dewgong","Deoxys-Speed",1
"4331","Dewgong","Dragonite",1
"4332","Dewgong","Druddigon",1
"4333","Dewgong","Ferrothorn",1
"4334","Dewgong","Gastrodon",1
"4335","Dewgong","Gligar",1
"4336","Dewgong","Great_Tusk",1
"4337","Dewgong","Klefki",1
"4338","Dewgong","Manectric-Mega",1
"4339","Dewgong","Passimian",1
"4340","Dewgong","Porygon2",1
"4341","Dewgong","Regigigas",1
"4342","Dewgong","Serperior",1
"4343","Dewgong","Tapu_Lele",1
"4344","Dewgong","Toxtricity",1
"4345","Dewgong","Victini",1
"4346","Dewgong","Volcanion",1
"4347","Dewgong","Weavile",1
"4348","Dhelmise","Absol-Mega",1
"4349","Dhelmise","Aerodactyl-Mega",1
"4350","Dhelmise","Aggron-Mega",1
"4351","Dhelmise","Alakazam",1
"4352","Dhelmise","Arcanine-Hisui",1
"4353","Dhelmise","Archaludon",1
"4354","Dhelmise","Bastiodon",1
"4355","Dhelmise","Blastoise-Mega",1
"4356","Dhelmise","Blissey",1
"4357","Dhelmise","Buzzwole",1
"4358","Dhelmise","Chi-Yu",1
"4359","Dhelmise","Cobalion",1
"4360","Dhelmise","Gligar",1
"4361","Dhelmise","Glimmet",1
"4362","Dhelmise","Granbull",1
"4363","Dhelmise","Incineroar",1
"4364","Dhelmise","Kecleon",2
"4365","Dhelmise","Landorus",1
"4366","Dhelmise","Latias",1
"4367","Dhelmise","Latios",1
"4368","Dhelmise","Latios-Mega",1
"4369","Dhelmise","Lycanroc-Dusk",1
"4370","Dhelmise","Magneton",1
"4371","Dhelmise","Mew",1
"4372","Dhelmise","Nidoqueen",1
"4373","Dhelmise","Oricorio",1
"4374","Dhelmise","Piloswine",1
"4375","Dhelmise","Porygon-Z",1
"4376","Dhelmise","Primeape",1
"4377","Dhelmise","Raichu",1
"4378","Dhelmise","Ribombee",2
"4379","Dhelmise","Rotom-Wash",1
"4380","Dhelmise","Skarmory",1
"4381","Dhelmise","Slowbro",1
"4382","Dhelmise","Suicune",1
"4383","Dhelmise","Tapu_Koko",2
"4384","Dhelmise","Terrakion",1
"4385","Dhelmise","Ursaluna-Bloodmoon",1
"4386","Dhelmise","Vaporeon",2
"4387","Dhelmise","Victini",2
"4388","Dhelmise","Vikavolt",1
"4389","Dhelmise","Weezing",1
"4390","Dhelmise","Zapdos",1
"4391","Dhelmise","Zygarde",1
"4392","Diancie","Ambipom",1
"4393","Diancie","Annihilape",1
"4394","Diancie","Bellibolt",1
"4395","Diancie","Blastoise-Mega",1
"4396","Diancie","Charizard",1
"4397","Diancie","Cinderace",1
"4398","Diancie","Cresselia",1
"4399","Diancie","Forretress",1
"4400","Diancie","Gyarados",1
"4401","Diancie","Krookodile",1
"4402","Diancie","Kyurem",1
"4403","Diancie","Manaphy",1
"4404","Diancie","Metagross",1
"4405","Diancie","Necrozma",1
"4406","Diancie","Sableye-Mega",1
"4407","Diancie","Serperior",1
"4408","Diancie","Shuckle",1
"4409","Diancie","Vileplume",1
"4410","Diancie","Zebstrika",1
"4411","Diancie","Zygarde",1
"4412","Diancie-Mega","Arcanine",2
"4413","Diancie-Mega","Bisharp",1
"4414","Diancie-Mega","Blastoise",1
"4415","Diancie-Mega","Blaziken",2
"4416","Diancie-Mega","Celebi",1
"4417","Diancie-Mega","Celesteela",2
"4418","Diancie-Mega","Centiskorch",2
"4419","Diancie-Mega","Chandelure",1
"4420","Diancie-Mega","Chatot",1
"4421","Diancie-Mega","Corviknight",2
"4422","Diancie-Mega","Cresselia",2
"4423","Diancie-Mega","Ditto",1
"4424","Diancie-Mega","Dodrio",1
"4425","Diancie-Mega","Dracovish",1
"4426","Diancie-Mega","Dragalge",1
"4427","Diancie-Mega","Dragapult",1
"4428","Diancie-Mega","Ferrothorn",1
"4429","Diancie-Mega","Flygon",1
"4430","Diancie-Mega","Froslass",1
"4431","Diancie-Mega","Galvantula",2
"4432","Diancie-Mega","Garchomp",3
"4433","Diancie-Mega","Gengar",1
"4434","Diancie-Mega","Golbat",1
"4435","Diancie-Mega","Goodra",1
"4436","Diancie-Mega","Greninja",3
"4437","Diancie-Mega","Gurdurr",1
"4438","Diancie-Mega","Hitmontop",1
"4439","Diancie-Mega","Houndstone",1
"4440","Diancie-Mega","Infernape",2
"4441","Diancie-Mega","Jirachi",1
"4442","Diancie-Mega","Kangaskhan",1
"4443","Diancie-Mega","Kommo-o",1
"4444","Diancie-Mega","Kyurem",1
"4445","Diancie-Mega","Landorus-Therian",1
"4446","Diancie-Mega","Leafeon",1
"4447","Diancie-Mega","Lickilicky",2
"4448","Diancie-Mega","Liepard",1
"4449","Diancie-Mega","Machamp",1
"4450","Diancie-Mega","Magmortar",1
"4451","Diancie-Mega","Meowscarada",1
"4452","Diancie-Mega","Mesprit",2
"4453","Diancie-Mega","Metang",1
"4454","Diancie-Mega","Mew",1
"4455","Diancie-Mega","Mienshao",3
"4456","Diancie-Mega","Nidoqueen",1
"4457","Diancie-Mega","Obstagoon",2
"4458","Diancie-Mega","Persian-Alola",1
"4459","Diancie-Mega","Pikachu",1
"4460","Diancie-Mega","Piloswine",1
"4461","Diancie-Mega","Porygon-Z",1
"4462","Diancie-Mega","Porygon2",1
"4463","Diancie-Mega","Primarina",1
"4464","Diancie-Mega","Quagsire",1
"4465","Diancie-Mega","Regidrago",1
"4466","Diancie-Mega","Regieleki",1
"4467","Diancie-Mega","Registeel",1
"4468","Diancie-Mega","Rhydon",1
"4469","Diancie-Mega","Rillaboom",1
"4470","Diancie-Mega","Roselia",1
"4471","Diancie-Mega","Rotom",2
"4472","Diancie-Mega","Samurott-Hisui",1
"4473","Diancie-Mega","Sandslash",2
"4474","Diancie-Mega","Shaymin",1
"4475","Diancie-Mega","Shuckle",1
"4476","Diancie-Mega","Skarmory",2
"4477","Diancie-Mega","Slowking",1
"4478","Diancie-Mega","Tangrowth",2
"4479","Diancie-Mega","Thundurus-Therian",1
"4480","Diancie-Mega","Tornadus",1
"4481","Diancie-Mega","Tornadus-Therian",1
"4482","Diancie-Mega","Toxapex",2
"4483","Diancie-Mega","Toxtricity",1
"4484","Diancie-Mega","Tsareena",2
"4485","Diancie-Mega","Unown",1
"4486","Diancie-Mega","Vaporeon",3
"4487","Diancie-Mega","Vikavolt",2
"4488","Diancie-Mega","Weezing",1
"4489","Diancie-Mega","Zamazenta-Crowned",1
"4490","Diancie-Mega","Zeraora",4
"4491","Diancie-Mega","Zygarde-10",1
"4492","Diggersby","Bronzong",1
"4493","Diggersby","Cobalion",1
"4494","Diggersby","Drapion",1
"4495","Diggersby","Garbodor",1
"4496","Diggersby","Infernape",1
"4497","Diggersby","Jolteon",1
"4498","Diggersby","Latias-Mega",1
"4499","Diggersby","Magmortar",1
"4500","Diggersby","Mamoswine",1
"4501","Diggersby","Manaphy",1
"4502","Diggersby","Mandibuzz",1
"4503","Diggersby","Meloetta",1
"4504","Diggersby","Milotic",1
"4505","Diggersby","Ninetales-Alola",1
"4506","Diggersby","Rotom-Mow",1
"4507","Diggersby","Sceptile-Mega",1
"4508","Diggersby","Silvally",1
"4509","Diggersby","Tornadus-Therian",1
"4510","Diggersby","Uxie",1
"4511","Diggersby","Xurkitree",1
"4512","Dipplin","Audino-Mega",1
"4513","Dipplin","Cryogonal",1
"4514","Dipplin","Empoleon",1
"4515","Dipplin","Houndstone",1
"4516","Dipplin","Iron_Valiant",1
"4517","Dipplin","Jolteon",1
"4518","Dipplin","Mamoswine",1
"4519","Dipplin","Mawile-Mega",1
"4520","Dipplin","Moltres",1
"4521","Dipplin","Munkidori",1
"4522","Dipplin","Politoed",1
"4523","Dipplin","Rhyperior",1
"4524","Dipplin","Seaking",1
"4525","Dipplin","Tornadus-Therian",1
"4526","Dipplin","Tyranitar",1
"4527","Dipplin","Urshifu",1
"4528","Dipplin","Veluza",1
"4529","Dipplin","Vikavolt",1
"4530","Dipplin","Volcarona",1
"4531","Dipplin","Zoroark-Hisui",1
"4532","Ditto","Abomasnow-Mega",1
"4533","Ditto","Accelgor",1
"4534","Ditto","Blaziken",1
"4535","Ditto","Blissey",2
"4536","Ditto","Bronzong",1
"4537","Ditto","Celesteela",3
"4538","Ditto","Chandelure",1
"4539","Ditto","Cinccino",1
"4540","Ditto","Cinderace",1
"4541","Ditto","Clefable",2
"4542","Ditto","Crobat",1
"4543","Ditto","Darmanitan",1
"4544","Ditto","Diancie-Mega",1
"4545","Ditto","Dodrio",1
"4546","Ditto","Donphan",1
"4547","Ditto","Dugtrio",1
"4548","Ditto","Galvantula",1
"4549","Ditto","Gyarados-Mega",1
"4550","Ditto","Hatterene",1
"4551","Ditto","Heracross-Mega",1
"4552","Ditto","Hitmontop",2
"4553","Ditto","Hydreigon",1
"4554","Ditto","Kommo-o",1
"4555","Ditto","Lanturn",1
"4556","Ditto","Magcargo",1
"4557","Ditto","Mamoswine",1
"4558","Ditto","Metagross",1
"4559","Ditto","Metang",1
"4560","Ditto","Mienshao",1
"4561","Ditto","Mismagius",1
"4562","Ditto","Noivern",1
"4563","Ditto","Ogerpon",1
"4564","Ditto","Pecharunt",1
"4565","Ditto","Porygon2",1
"4566","Ditto","Roselia",1
"4567","Ditto","Shaymin",1
"4568","Ditto","Sigilyph",1
"4569","Ditto","Slowbro-Mega",1
"4570","Ditto","Sylveon",1
"4571","Ditto","Tentacruel",1
"4572","Ditto","Thundurus",1
"4573","Ditto","Toxapex",1
"4574","Ditto","Walrein",1
"4575","Ditto","Zoroark",1
"4576","Ditto","Zygarde",1
"4577","Dodrio","Baxcalibur",1
"4578","Dodrio","Blastoise-Mega",1
"4579","Dodrio","Blaziken",1
"4580","Dodrio","Celesteela",1
"4581","Dodrio","Clefable",1
"4582","Dodrio","Diancie-Mega",1
"4583","Dodrio","Ditto",1
"4584","Dodrio","Eelektross",1
"4585","Dodrio","Galvantula",1
"4586","Dodrio","Gurdurr",1
"4587","Dodrio","Iron_Treads",1
"4588","Dodrio","Kommo-o",1
"4589","Dodrio","Meowscarada",1
"4590","Dodrio","Metang",1
"4591","Dodrio","Mienshao",1
"4592","Dodrio","Porygon2",1
"4593","Dodrio","Rapidash",1
"4594","Dodrio","Slowking-Galar",1
"4595","Dodrio","Toxapex",1
"4596","Dodrio","Zoroark-Hisui",1
"4597","Dondozo","Cresselia",1
"4598","Dondozo","Electrode-Hisui",1
"4599","Dondozo","Gliscor",1
"4600","Dondozo","Komala",1
"4601","Dondozo","Latios",1
"4602","Dondozo","Meowscarada",1
"4603","Dondozo","Moltres",1
"4604","Dondozo","Tinkaton",1
"4605","Dondozo","Zamazenta-Crowned",1
"4606","Donphan","Aggron-Mega",1
"4607","Donphan","Blastoise-Mega",1
"4608","Donphan","Blissey",1
"4609","Donphan","Celesteela",2
"4610","Donphan","Cinccino",1
"4611","Donphan","Cloyster",1
"4612","Donphan","Comfey",2
"4613","Donphan","Corviknight",1
"4614","Donphan","Crobat",1
"4615","Donphan","Cryogonal",1
"4616","Donphan","Darmanitan",1
"4617","Donphan","Ditto",1
"4618","Donphan","Dragapult",1
"4619","Donphan","Dragonite",1
"4620","Donphan","Druddigon",1
"4621","Donphan","Eelektross",1
"4622","Donphan","Electrode",1
"4623","Donphan","Electrode-Hisui",1
"4624","Donphan","Empoleon",1
"4625","Donphan","Enamorus",2
"4626","Donphan","Ferroseed",1
"4627","Donphan","Florges",2
"4628","Donphan","Galvantula",1
"4629","Donphan","Garbodor",1
"4630","Donphan","Gardevoir-Mega",1
"4631","Donphan","Gengar",2
"4632","Donphan","Golbat",2
"4633","Donphan","Gourgeist",1
"4634","Donphan","Gurdurr",2
"4635","Donphan","Hatterene",1
"4636","Donphan","Haxorus",1
"4637","Donphan","Heatran",1
"4638","Donphan","Hitmontop",1
"4639","Donphan","Hoopa-Unbound",1
"4640","Donphan","Hydrapple",1
"4641","Donphan","Hydreigon",2
"4642","Donphan","Incineroar",2
"4643","Donphan","Infernape",2
"4644","Donphan","Iron_Bundle",1
"4645","Donphan","Iron_Leaves",1
"4646","Donphan","Jellicent",1
"4647","Donphan","Jirachi",2
"4648","Donphan","Jolteon",1
"4649","Donphan","Kleavor",2
"4650","Donphan","Lanturn",1
"4651","Donphan","Latias",1
"4652","Donphan","Linoone",1
"4653","Donphan","Lopunny-Mega",2
"4654","Donphan","Magcargo",1
"4655","Donphan","Magmortar",1
"4656","Donphan","Mamoswine",1
"4657","Donphan","Manaphy",1
"4658","Donphan","Maushold",1
"4659","Donphan","Metagross",2
"4660","Donphan","Mienshao",1
"4661","Donphan","Milotic",2
"4662","Donphan","Mismagius",2
"4663","Donphan","Muk-Alola",1
"4664","Donphan","Noivern",1
"4665","Donphan","Ogerpon",2
"4666","Donphan","Pecharunt",1
"4667","Donphan","Perrserker",1
"4668","Donphan","Pidgeot-Mega",1
"4669","Donphan","Porygon-Z",1
"4670","Donphan","Probopass",1
"4671","Donphan","Reuniclus",1
"4672","Donphan","Roserade",1
"4673","Donphan","Rotom-Heat",1
"4674","Donphan","Sceptile-Mega",1
"4675","Donphan","Scrafty",1
"4676","Donphan","Sharpedo-Mega",1
"4677","Donphan","Shaymin",1
"4678","Donphan","Sliggoo-Hisui",1
"4679","Donphan","Slowbro-Mega",1
"4680","Donphan","Slowking-Galar",1
"4681","Donphan","Staraptor",1
"4682","Donphan","Swellow",1
"4683","Donphan","Tangrowth",1
"4684","Donphan","Tapu_Koko",1
"4685","Donphan","Terrakion",1
"4686","Donphan","Thwackey",1
"4687","Donphan","Togekiss",2
"4688","Donphan","Tornadus-Therian",1
"4689","Donphan","Toxapex",1
"4690","Donphan","Toxtricity",1
"4691","Donphan","Tsareena",1
"4692","Donphan","Vikavolt",1
"4693","Donphan","Volcanion",1
"4694","Donphan","Volcarona",1
"4695","Donphan","Weezing",1
"4696","Donphan","Whimsicott",1
"4697","Donphan","Zeraora",1
"4698","Dottler","Archeops",1
"4699","Dottler","Clefable",1
"4700","Dottler","Crobat",1
"4701","Dottler","Dugtrio",1
"4702","Dottler","Dusclops",1
"4703","Dottler","Emboar",1
"4704","Dottler","Ferrothorn",1
"4705","Dottler","Goodra",1
"4706","Dottler","Krookodile",1
"4707","Dottler","Kyurem",1
"4708","Dottler","Lopunny-Mega",1
"4709","Dottler","Magnezone",1
"4710","Dottler","Nihilego",1
"4711","Dottler","Persian-Alola",1
"4712","Dottler","Rotom-Mow",1
"4713","Dottler","Slowbro-Mega",1
"4714","Dottler","Swellow",1
"4715","Dottler","Tapu_Fini",1
"4716","Dottler","Torkoal",1
"4717","Dottler","Weavile",1
"4718","Doublade","Altaria-Mega",1
"4719","Doublade","Baxcalibur",1
"4720","Doublade","Cryogonal",1
"4721","Doublade","Garganacl",1
"4722","Doublade","Gastrodon",1
"4723","Doublade","Gligar",1
"4724","Doublade","Glimmora",1
"4725","Doublade","Gliscor",1
"4726","Doublade","Hitmontop",1
"4727","Doublade","Keldeo",2
"4728","Doublade","Krookodile",1
"4729","Doublade","Latias",1
"4730","Doublade","Latios-Mega",1
"4731","Doublade","Magmortar",1
"4732","Doublade","Manaphy",1
"4733","Doublade","Manectric-Mega",1
"4734","Doublade","Miltank",1
"4735","Doublade","Moltres",1
"4736","Doublade","Omastar",1
"4737","Doublade","Regieleki",1
"4738","Doublade","Ribombee",1
"4739","Doublade","Rotom-Heat",1
"4740","Doublade","Serperior",1
"4741","Doublade","Shaymin",1
"4742","Doublade","Sliggoo-Hisui",1
