"Pokemon1","Pokemon2","Distance","weight","percentile"
"Donphan","Florges",0.124210485442108,2,0.00282700880721975
"Empoleon","Hydreigon",0.124211438850297,2,0.00283380450146787
"Garchomp","Tapu_Koko",0.124252856403559,0,0.00284060019571599
"Mamoswine","Volcarona",0.124258703378548,1,0.00284739588996412
"Dragapult","Infernape",0.124275940570344,2,0.00285419158421224
"Florges","Tornadus-Therian",0.124308755565034,1,0.00286098727846037
"Clefable","Donphan",0.124315947897401,0,0.00286778297270849
"Mienshao","Rotom-Heat",0.124333892850429,0,0.00287457866695662
"Gliscor","Jirachi",0.124351696957285,1,0.00288137436120474
"Diancie-Mega","Mienshao",0.124364059932443,3,0.00288817005545287
"Crobat","Tornadus-Therian",0.124399395244416,0,0.00289496574970099
"Absol-Mega","Tapu_Koko",0.124407798489136,2,0.00290176144394911
"Clefable","Gliscor",0.124421852764916,0,0.00290855713819724
"Amoonguss","Rotom-Wash",0.124456335180784,1,0.00291535283244536
"Haxorus","Nidoking",0.12449182805103,2,0.00292214852669349
"Hydreigon","Tornadus-Therian",0.124528657061962,0,0.00292894422094161
"Rotom-Heat","Zeraora",0.124541596753772,0,0.00293573991518974
"Incineroar","Rotom-Heat",0.124569460774453,0,0.00294253560943786
"Kyurem","Tsareena",0.124596783794611,2,0.00294933130368598
"Jirachi","Mienshao",0.124657596512563,0,0.00295612699793411
"Lopunny-Mega","Mienshao",0.124669299498317,0,0.00296292269218223
"Clefable","Ferrothorn",0.124707246723819,1,0.00296971838643036
"Jirachi","Scizor-Mega",0.124741872350166,0,0.00297651408067848
"Infernape","Mienshao",0.124766051733992,0,0.00298330977492661
"Tornadus-Therian","Zygarde",0.124789573631416,1,0.00299010546917473
"Victini","Vikavolt",0.124814655489057,1,0.00299690116342286
"Mamoswine","Skarmory",0.124827932886361,2,0.00300369685767098
"Goodra","Lopunny-Mega",0.124853767557123,2,0.0030104925519191
"Landorus-Therian","Reuniclus",0.124872378910072,1,0.00301728824616723
"Crobat","Reuniclus",0.124923575646414,2,0.00302408394041535
"Lopunny-Mega","Rotom-Wash",0.124923783430915,1,0.00303087963466348
"Primarina","Sylveon",0.124935458955453,0,0.0030376753289116
"Gliscor","Krookodile",0.124945010722701,0,0.00304447102315973
"Dragapult","Gengar",0.124949848721145,0,0.00305126671740785
"Mienshao","Zeraora",0.124953314561426,1,0.00305806241165597
"Clefable","Goodra",0.124958027918638,0,0.0030648581059041
"Rotom-Heat","Scizor-Mega",0.12496341595089,1,0.00307165380015222
"Slowking","Tapu_Koko",0.124966795842604,0,0.00307844949440035
"Crobat","Heatran",0.124985486066482,1,0.00308524518864847
"Empoleon","Shaymin",0.124996244159668,1,0.0030920408828966
"Hydreigon","Togekiss",0.125,2,0.00309883657714472
"Slowking","Vikavolt",0.125001423128337,1,0.00310563227139285
"Gliscor","Zygarde",0.125020518338193,0,0.00311242796564097
"Scizor-Mega","Serperior",0.125035619547824,1,0.00311922365988909
"Infernape","Serperior",0.125058928153787,1,0.00312601935413722
"Garchomp","Scizor-Mega",0.125073559830781,3,0.00313281504838534
"Gengar","Mienshao",0.125103999407875,1,0.00313961074263347
"Cryogonal","Silvally",0.125119564411387,1,0.00314640643688159
"Goodra","Tapu_Koko",0.125132105315337,1,0.00315320213112972
"Primarina","Zygarde",0.125137544767792,0,0.00315999782537784
"Hydreigon","Tsareena",0.125182784772015,1,0.00316679351962596
"Amoonguss","Togekiss",0.125189621337715,1,0.00317358921387409
"Landorus-Therian","Zygarde",0.12519180754439,0,0.00318038490812221
"Porygon2","Sylveon",0.125209664039994,0,0.00318718060237034
"Amoonguss","Shaymin",0.125249791397301,0,0.00319397629661846
"Clefable","Mienshao",0.125264602314223,0,0.00320077199086659
"Celesteela","Lopunny-Mega",0.125291623420785,0,0.00320756768511471
"Tsareena","Vikavolt",0.125297959019191,1,0.00321436337936284
"Jolteon","Roserade",0.125299444654405,2,0.00322115907361096
"Incineroar","Ribombee",0.125304953999377,3,0.00322795476785908
"Donphan","Mienshao",0.125309534109911,1,0.00323475046210721
"Donphan","Zygarde",0.12531691992469,0,0.00324154615635533
"Florges","Gengar",0.125317557410571,0,0.00324834185060346
"Tsareena","Weezing",0.125328767488883,3,0.00325513754485158
"Mew","Vikavolt",0.125347275011756,1,0.00326193323909971
"Goodra","Tornadus-Therian",0.125387855831195,1,0.00326872893334783
"Cryogonal","Mew",0.125391871295835,0,0.00327552462759596
"Empoleon","Raikou",0.125399026220051,3,0.00328232032184408
"Amoonguss","Krookodile",0.12540763655972,1,0.0032891160160922
"Diancie-Mega","Greninja",0.125408619175056,3,0.00329591171034033
"Gengar","Sylveon",0.12541992650563,0,0.00330270740458845
"Amoonguss","Ribombee",0.12542265578431,2,0.00330950309883658
"Amoonguss","Mew",0.12542530810295,0,0.0033162987930847
"Arcanine","Shaymin",0.12546060127489,1,0.00332309448733283
"Cryogonal","Florges",0.125474096063394,1,0.00332989018158095
"Garchomp","Jirachi",0.125488428837873,0,0.00333668587582907
"Forretress","Tapu_Koko",0.125490088205093,1,0.0033434815700772
"Arcanine","Tsareena",0.1254910778264,1,0.00335027726432532
"Hydreigon","Victini",0.125494335031506,1,0.00335707295857345
"Clefable","Garchomp",0.125505209891969,0,0.00336386865282157
"Jolteon","Reuniclus",0.125527396658019,2,0.0033706643470697
"Serperior","Silvally",0.125534061748537,1,0.00337746004131782
"Cryogonal","Gengar",0.125548609019936,0,0.00338425573556595
"Garchomp","Rotom",0.125552995553333,2,0.00339105142981407
"Gengar","Rotom-Heat",0.12556344537932,0,0.00339784712406219
"Crobat","Scizor-Mega",0.125580982839891,1,0.00340464281831032
"Galvantula","Tornadus-Therian",0.125590328712366,1,0.00341143851255844
"Celesteela","Haxorus",0.125596202198954,1,0.00341823420680657
"Haxorus","Mienshao",0.125597410728412,0,0.00342502990105469
"Gengar","Serperior",0.125598703391209,1,0.00343182559530282
"Reuniclus","Shaymin",0.125627111764661,2,0.00343862128955094
"Garchomp","Jolteon",0.125633944418224,1,0.00344541698379906
"Gliscor","Scizor-Mega",0.125637723170491,2,0.00345221267804719
"Mienshao","Sylveon",0.125652352496945,0,0.00345900837229531
"Togekiss","Tornadus-Therian",0.125657924323852,0,0.00346580406654344
"Mamoswine","Persian-Alola",0.125666435833519,1,0.00347259976079156
"Goodra","Primarina",0.125670000604218,2,0.00347939545503969
"Darmanitan","Shaymin",0.125694513127546,2,0.00348619114928781
"Gliscor","Jolteon",0.125698266415952,0,0.00349298684353594
"Amoonguss","Florges",0.125746367654715,1,0.00349978253778406
"Clefable","Nidoking",0.125747436646751,1,0.00350657823203218
"Arcanine","Gengar",0.125750701834591,0,0.00351337392628031
"Greninja","Infernape",0.12575747947249,1,0.00352016962052843
"Dragapult","Sylveon",0.125767438659952,1,0.00352696531477656
"Goodra","Krookodile",0.125770132581411,2,0.00353376100902468
"Cryogonal","Mienshao",0.125773075211816,1,0.00354055670327281
"Garchomp","Greninja",0.125777259265558,2,0.00354735239752093
"Dragapult","Vikavolt",0.125784068466361,1,0.00355414809176906
"Ferrothorn","Tangrowth",0.125787922220727,0,0.00356094378601718
"Persian-Alola","Shaymin",0.125809811305037,0,0.0035677394802653
"Moltres","Rotom-Heat",0.125812126176777,0,0.00357453517451343
"Celesteela","Zeraora",0.12581554122606,1,0.00358133086876155
"Cryogonal","Donphan",0.125823610687367,1,0.00358812656300968
"Amoonguss","Dragapult",0.125861830750221,1,0.0035949222572578
"Dragapult","Slowking",0.12587837616201,3,0.00360171795150593
"Incineroar","Tangrowth",0.125893141540971,0,0.00360851364575405
"Lopunny-Mega","Sylveon",0.12589737360452,0,0.00361530934000217
"Goodra","Haxorus",0.125915589571305,0,0.0036221050342503
"Tangrowth","Zeraora",0.125958816747579,1,0.00362890072849842
"Gliscor","Rotom-Heat",0.125984897458214,0,0.00363569642274655
"Florges","Rotom-Heat",0.125990553633157,1,0.00364249211699467
"Cryogonal","Garchomp",0.126014999805856,1,0.0036492878112428
"Ferrothorn","Lopunny-Mega",0.126017342060374,1,0.00365608350549092
"Donphan","Vikavolt",0.126037190415729,1,0.00366287919973905
"Dragapult","Lopunny-Mega",0.126044451127055,0,0.00366967489398717
"Donphan","Mamoswine",0.126077950285679,1,0.00367647058823529
"Cryogonal","Volcarona",0.126077963996016,2,0.00368326628248342
"Empoleon","Tornadus-Therian",0.126083270723525,0,0.00369006197673154
"Haxorus","Mew",0.126085528707313,1,0.00369685767097967
"Shaymin","Zeraora",0.12610895232944,1,0.00370365336522779
"Dragapult","Serperior",0.126111438451581,1,0.00371044905947592
"Celesteela","Jolteon",0.126112130334163,1,0.00371724475372404
"Crobat","Mienshao",0.126122611672988,1,0.00372404044797216
"Crobat","Donphan",0.126142928551186,1,0.00373083614222029
"Shaymin","Zygarde",0.126175250742524,0,0.00373763183646841
"Haxorus","Kyurem",0.126192852318087,0,0.00374442753071654
"Gengar","Primarina",0.126201226312921,1,0.00375122322496466
"Empoleon","Tangrowth",0.126252165559485,0,0.00375801891921279
"Cryogonal","Empoleon",0.126260719384815,1,0.00376481461346091
"Goodra","Mienshao",0.126310682163896,2,0.00377161030770904
"Mamoswine","Scizor-Mega",0.126312345255142,0,0.00377840600195716
"Mamoswine","Serperior",0.126352508495999,1,0.00378520169620528
"Crobat","Gengar",0.126365718760333,1,0.00379199739045341
"Aggron-Mega","Tornadus-Therian",0.126374359415322,1,0.00379879308470153
"Dragapult","Jolteon",0.126377039889541,0,0.00380558877894966
"Gengar","Gliscor",0.126403934766262,0,0.00381238447319778
"Dragapult","Silvally",0.126432081944509,2,0.00381918016744591
"Clefable","Mew",0.126438957985019,0,0.00382597586169403
"Kyurem","Serperior",0.126453897286181,1,0.00383277155594216
"Cryogonal","Heatran",0.126459306633088,1,0.00383956725019028
"Jirachi","Kyurem",0.126467005880708,1,0.0038463629444384
"Amoonguss","Landorus-Therian",0.126480576067676,0,0.00385315863868653
"Arcanine","Silvally",0.126524789095293,0,0.00385995433293465
"Donphan","Landorus-Therian",0.126531010137211,0,0.00386675002718278
"Landorus-Therian","Mienshao",0.126541215305414,1,0.0038735457214309
"Silvally","Zeraora",0.126547768127711,3,0.00388034141567903
"Kyurem","Tornadus-Therian",0.126562994847345,0,0.00388713710992715
"Snorlax","Tsareena",0.126568563693764,3,0.00389393280417527
"Clefable","Heatran",0.126583097362148,0,0.0039007284984234
"Mew","Tornadus-Therian",0.126595759748368,0,0.00390752419267152
"Ferrothorn","Jolteon",0.126599399182353,1,0.00391431988691965
"Diancie-Mega","Tangrowth",0.126614803852057,2,0.00392111558116777
"Landorus-Therian","Slowking",0.126637739316382,2,0.0039279112754159
"Gurdurr","Rotom-Heat",0.12668190291392,0,0.00393470696966402
"Arcanine","Jolteon",0.126699452386374,0,0.00394150266391215
"Gliscor","Vikavolt",0.126709221544675,0,0.00394829835816027
"Gliscor","Haxorus",0.126714955509777,1,0.00395509405240839
"Dragapult","Landorus-Therian",0.126730533292185,0,0.00396188974665652
"Hydreigon","Mew",0.126734444905806,0,0.00396868544090464
"Tangrowth","Tsareena",0.126734711393505,0,0.00397548113515277
"Donphan","Haxorus",0.126734855047526,1,0.00398227682940089
"Jolteon","Slowking",0.126754349837237,1,0.00398907252364902
"Arcanine","Mamoswine",0.126807564779826,0,0.00399586821789714
"Tapu_Koko","Weezing",0.126810891571414,2,0.00400266391214526
"Porygon2","Serperior",0.126814171342222,1,0.00400945960639339
"Primarina","Scizor-Mega",0.126817560227222,1,0.00401625530064151
"Persian-Alola","Tornadus-Therian",0.126818960547013,2,0.00402305099488964
"Cryogonal","Scizor-Mega",0.126844683021294,0,0.00402984668913776
"Lopunny-Mega","Ribombee",0.126862883377902,1,0.00403664238338589
"Dragapult","Krookodile",0.126890828191353,2,0.00404343807763401
"Jolteon","Muk-Alola",0.126906631912815,1,0.00405023377188214
"Crobat","Greninja",0.126918301581073,2,0.00405702946613026
"Darmanitan","Tornadus-Therian",0.126955726211397,2,0.00406382516037838
"Dragapult","Tangrowth",0.126964688949583,0,0.00407062085462651
"Mienshao","Primarina",0.127026067050428,1,0.00407741654887463
"Garchomp","Porygon2",0.127043331100806,2,0.00408421224312276
"Togekiss","Vikavolt",0.127044349478705,1,0.00409100793737088
"Gurdurr","Hydreigon",0.127053445939101,2,0.00409780363161901
"Tapu_Koko","Zeraora",0.127055383575448,0,0.00410459932586713
"Darmanitan","Tapu_Koko",0.127057470111659,0,0.00411139502011526
"Empoleon","Sylveon",0.127080872039635,1,0.00411819071436338
"Mienshao","Vikavolt",0.127092010328903,1,0.0041249864086115
"Skarmory","Sylveon",0.127105182792561,0,0.00413178210285963
"Rotom-Heat","Tsareena",0.127107865217915,1,0.00413857779710775
"Empoleon","Moltres",0.127120496367737,3,0.00414537349135588
"Cobalion","Landorus-Therian",0.127149487562868,3,0.004152169185604
"Crobat","Cryogonal",0.127165425418169,0,0.00415896487985213
"Moltres","Snorlax",0.127171466840559,2,0.00416576057410025
"Haxorus","Infernape",0.127184385314261,0,0.00417255626834837
"Tapu_Koko","Volcarona",0.127199420297097,1,0.0041793519625965
"Jolteon","Serperior",0.127205667386706,0,0.00418614765684462
"Goodra","Vikavolt",0.127210727308947,1,0.00419294335109275
"Heatran","Umbreon",0.127211817811399,3,0.00419973904534087
"Gallade-Mega","Tapu_Koko",0.127226042583273,1,0.004206534739589
"Tornadus-Therian","Tsareena",0.127238033299878,1,0.00421333043383712
"Ferrothorn","Vikavolt",0.127257597271743,2,0.00422012612808524
"Amoonguss","Rotom-Mow",0.127257717358198,1,0.00422692182233337
"Tangrowth","Victini",0.127262901081548,2,0.00423371751658149
"Rotom-Heat","Zygarde",0.127267258053535,0,0.00424051321082962
"Jolteon","Primarina",0.127272404336802,0,0.00424730890507774
"Arcanine","Gallade-Mega",0.127290763512777,2,0.00425410459932587
"Rotom-Heat","Venusaur-Mega",0.127290962983025,2,0.00426090029357399
"Garchomp","Lopunny-Mega",0.127298716226344,1,0.00426769598782212
"Slowking","Tornadus-Therian",0.127308805318547,1,0.00427449168207024
"Celesteela","Vikavolt",0.127312485476541,0,0.00428128737631836
"Aggron-Mega","Landorus-Therian",0.127351142658894,1,0.00428808307056649
"Empoleon","Tapu_Koko",0.127352902754607,0,0.00429487876481461
"Excadrill","Haxorus",0.12735846683977,3,0.00430167445906274
"Celesteela","Infernape",0.127362770862216,0,0.00430847015331086
"Krookodile","Mamoswine",0.127368241176748,0,0.00431526584755899
"Garchomp","Vikavolt",0.127368657293132,0,0.00432206154180711
"Haxorus","Tsareena",0.12737733895469,1,0.00432885723605524
"Forretress","Jirachi",0.12738413746589,0,0.00433565293030336
"Jirachi","Mamoswine",0.127387224959401,0,0.00434244862455148
"Muk-Alola","Rotom-Heat",0.12740051589201,2,0.00434924431879961
"Cryogonal","Infernape",0.1274129169485,1,0.00435604001304773
"Florges","Jolteon",0.127416644129855,1,0.00436283570729586
"Mienshao","Persian-Alola",0.127424953056146,1,0.00436963140154398
"Krookodile","Tornadus-Therian",0.127428336572987,1,0.00437642709579211
"Landorus-Therian","Serperior",0.127440357925202,1,0.00438322279004023
"Tapu_Koko","Togekiss",0.127442862796626,0,0.00439001848428835
"Gengar","Togekiss",0.127458094881372,1,0.00439681417853648
"Dragapult","Shaymin",0.127469734400487,1,0.0044036098727846
"Incineroar","Infernape",0.127492510673285,0,0.00441040556703273
"Celesteela","Jirachi",0.127498126543487,0,0.00441720126128085
"Darmanitan","Mienshao",0.127499797439476,1,0.00442399695552898
"Scizor-Mega","Shaymin",0.127539158962498,0,0.0044307926497771
"Lopunny-Mega","Nidoking",0.127541154250847,2,0.00443758834402523
"Silvally","Tangrowth",0.12754625149234,0,0.00444438403827335
"Krookodile","Tangrowth",0.127570102726436,0,0.00445117973252147
"Haxorus","Zygarde",0.12760564999979,0,0.0044579754267696
"Heatran","Ribombee",0.127611870662364,2,0.00446477112101772
"Heatran","Shaymin",0.127615548306346,1,0.00447156681526585
"Incineroar","Scizor-Mega",0.127618268093861,1,0.00447836250951397
"Rotom-Wash","Snorlax",0.127632701658324,2,0.0044851582037621
"Incineroar","Vikavolt",0.127636559759519,2,0.00449195389801022
"Haxorus","Victini",0.127646245885637,1,0.00449874959225835
"Heatran","Infernape",0.127666811384482,0,0.00450554528650647
"Scizor-Mega","Sylveon",0.127685587352917,1,0.00451234098075459
"Hydreigon","Reuniclus",0.127697079741013,1,0.00451913667500272
"Gengar","Scizor-Mega",0.127709688339609,1,0.00452593236925084
"Clefable","Rotom-Mow",0.127749169295386,1,0.00453272806349897
"Landorus-Therian","Victini",0.127750214040917,1,0.00453952375774709
"Corviknight","Infernape",0.127750615914789,2,0.00454631945199522
"Amoonguss","Moltres",0.12777212342894,0,0.00455311514624334
"Amoonguss","Gallade-Mega",0.127781350891928,1,0.00455991084049146
"Jirachi","Volcarona",0.127781506698371,1,0.00456670653473959
"Florges","Kyurem",0.127822304917028,2,0.00457350222898771
"Gengar","Shaymin",0.127849687155775,0,0.00458029792323584
"Mew","Silvally",0.127853329158961,2,0.00458709361748396
"Florges","Landorus-Therian",0.127862432487696,1,0.00459388931173209
"Gallade-Mega","Tsareena",0.127877609971501,0,0.00460068500598021
"Shaymin","Skarmory",0.127883192604419,2,0.00460748070022834
"Lopunny-Mega","Swellow",0.127890745378713,2,0.00461427639447646
"Jirachi","Shaymin",0.127895088101186,0,0.00462107208872458
"Infernape","Togekiss",0.127896137060507,0,0.00462786778297271
"Aggron-Mega","Scizor-Mega",0.127907133272627,0,0.00463466347722083
"Hydreigon","Persian-Alola",0.127908391124514,0,0.00464145917146896
"Dragapult","Mamoswine",0.127918099726537,0,0.00464825486571708
"Arcanine","Gliscor",0.127928924768338,1,0.00465505055996521
"Aromatisse","Jolteon",0.127931300537597,2,0.00466184625421333
"Sylveon","Zygarde",0.127944139798584,1,0.00466864194846145
"Arcanine","Celesteela",0.127950958437825,1,0.00467543764270958
"Forretress","Infernape",0.127953118972945,1,0.0046822333369577
"Jolteon","Togekiss",0.127957871603675,2,0.00468902903120583
"Hydreigon","Rotom-Wash",0.128016379670268,2,0.00469582472545395
"Moltres","Scizor-Mega",0.128017504318026,2,0.00470262041970208
"Dragapult","Primarina",0.128024523771448,1,0.0047094161139502
"Empoleon","Landorus-Therian",0.128041536014085,2,0.00471621180819833
"Ribombee","Tapu_Koko",0.128066941515343,1,0.00472300750244645
"Diancie-Mega","Garchomp",0.12807524940316,3,0.00472980319669457
"Jirachi","Nidoking",0.128078121504066,1,0.0047365988909427
"Lopunny-Mega","Reuniclus",0.128085194277435,1,0.00474339458519082
"Gliscor","Tornadus-Therian",0.128098893161952,0,0.00475019027943895
"Jolteon","Krookodile",0.128112082551494,1,0.00475698597368707
"Crobat","Gliscor",0.128117733105494,0,0.0047637816679352
"Slowking","Tangrowth",0.128144448822318,1,0.00477057736218332
"Florges","Primarina",0.128146639124259,0,0.00477737305643145
"Jirachi","Slowking",0.128148887552448,0,0.00478416875067957
"Lopunny-Mega","Snorlax",0.128166316833167,0,0.00479096444492769
"Infernape","Mew",0.128189845077127,1,0.00479776013917582
"Hydreigon","Krookodile",0.128194365009521,0,0.00480455583342394
"Kyurem","Zygarde",0.128196187920371,0,0.00481135152767207
"Darmanitan","Mamoswine",0.128198633885797,1,0.00481814722192019
"Greninja","Sylveon",0.128229223743439,1,0.00482494291616832
"Amoonguss","Mienshao",0.128229707328135,1,0.00483173861041644
"Haxorus","Rotom-Wash",0.128241512476288,0,0.00483853430466456
"Cryogonal","Incineroar",0.128291637479634,1,0.00484532999891269
"Gengar","Heatran",0.128300059819917,2,0.00485212569316081
"Celesteela","Greninja",0.12830678966177,1,0.00485892138740894
"Garchomp","Tsareena",0.128329950521525,2,0.00486571708165706
"Donphan","Gurdurr",0.128333646380785,2,0.00487251277590519
"Empoleon","Rotom-Heat",0.128346464821887,0,0.00487930847015331
"Shaymin","Umbreon",0.128352815541725,1,0.00488610416440144
"Cryogonal","Serperior",0.128353823235194,1,0.00489289985864956
"Garchomp","Muk-Alola",0.12836592523354,2,0.00489969555289768
"Sylveon","Togekiss",0.128372474415273,0,0.00490649124714581
"Amoonguss","Silvally",0.128387334910259,0,0.00491328694139393
"Gallade-Mega","Hydreigon",0.128390082600586,2,0.00492008263564206
"Arcanine","Landorus-Therian",0.128395105583948,1,0.00492687832989018
"Forretress","Gengar",0.128400579657047,1,0.00493367402413831
"Raikou","Vikavolt",0.128403673801173,0,0.00494046971838643
"Hydreigon","Moltres",0.128404122285221,0,0.00494726541263456
"Primarina","Tsareena",0.128412351513663,1,0.00495406110688268
"Gliscor","Heatran",0.128422575961451,1,0.0049608568011308
"Mienshao","Serperior",0.128424146910137,1,0.00496765249537893
"Haxorus","Moltres",0.12842493579717,0,0.00497444818962705
"Amoonguss","Arcanine",0.12842786330908,0,0.00498124388387518
"Darmanitan","Jolteon",0.128439532156694,0,0.0049880395781233
"Incineroar","Togekiss",0.128446412572628,2,0.00499483527237143
"Celesteela","Serperior",0.128449030193523,0,0.00500163096661955
"Cryogonal","Roserade",0.128458083785883,1,0.00500842666086767
"Haxorus","Pidgeot-Mega",0.128460573403985,2,0.0050152223551158
"Darmanitan","Persian-Alola",0.128476351284998,1,0.00502201804936392
"Mew","Muk-Alola",0.128483878717481,2,0.00502881374361205
"Krookodile","Silvally",0.128508505924144,1,0.00503560943786017
"Arcanine","Mew",0.128523453094109,1,0.0050424051321083
"Garchomp","Porygon-Z",0.128526505697157,2,0.00504920082635642
"Druddigon","Sylveon",0.128533539002217,1,0.00505599652060454
"Tsareena","Zygarde",0.128572665650374,1,0.00506279221485267
"Mew","Roserade",0.128595900299392,1,0.00506958790910079
"Cryogonal","Tsareena",0.12860043616355,0,0.00507638360334892
"Lopunny-Mega","Volcarona",0.128602069547037,1,0.00508317929759704
"Hydreigon","Volcarona",0.128604858794715,0,0.00508997499184517
"Donphan","Dragapult",0.128608981433388,1,0.00509677068609329
"Krookodile","Landorus-Therian",0.128612087811291,0,0.00510356638034142
"Mamoswine","Togekiss",0.128641989489574,1,0.00511036207458954
"Jirachi","Sylveon",0.128642358264687,0,0.00511715776883766
"Mienshao","Porygon2",0.128645197255317,1,0.00512395346308579
"Donphan","Tsareena",0.128647238469451,1,0.00513074915733391
"Kyurem","Rotom-Mow",0.128651073925473,2,0.00513754485158204
"Celesteela","Landorus-Therian",0.128654979071647,0,0.00514434054583016
"Mew","Sylveon",0.128683769804947,0,0.00515113624007829
"Cryogonal","Slowking",0.128698933978249,0,0.00515793193432641
"Amoonguss","Goodra",0.128701952995028,1,0.00516472762857454
"Greninja","Zygarde",0.128713523322616,1,0.00517152332282266
"Haxorus","Volcarona",0.128721229515883,1,0.00517831901707078
"Tangrowth","Weezing",0.128722538996431,1,0.00518511471131891
"Florges","Hydreigon",0.128730975119888,1,0.00519191040556703
"Jolteon","Nidoking",0.128752821173746,2,0.00519870609981516
"Gengar","Haxorus",0.128773344296508,0,0.00520550179406328
"Haxorus","Serperior",0.128773344296509,0,0.00521229748831141
"Aggron-Mega","Hydreigon",0.128780916575501,1,0.00521909318255953
"Florges","Tsareena",0.128786515580139,1,0.00522588887680765
"Lopunny-Mega","Silvally",0.128798138259742,1,0.00523268457105578
"Silvally","Volcarona",0.128807789526449,0,0.0052394802653039
"Primarina","Silvally",0.128820023650846,1,0.00524627595955203
"Jirachi","Silvally",0.128831881793945,0,0.00525307165380015
"Ferrothorn","Slowking",0.128838570279187,2,0.00525986734804828
"Mew","Rotom-Heat",0.128843081524476,1,0.0052666630422964
"Hydreigon","Serperior",0.128869142022455,0,0.00527345873654452
"Celesteela","Rotom-Wash",0.128881768831109,2,0.00528025443079265
"Mew","Shaymin",0.128928105611605,1,0.00528705012504077
"Heatran","Mew",0.12892970557486,1,0.0052938458192889
"Donphan","Togekiss",0.128937531422381,2,0.00530064151353702
"Aggron-Mega","Lopunny-Mega",0.128941232044138,0,0.00530743720778515
"Forretress","Lopunny-Mega",0.128954710056498,1,0.00531423290203327
"Tornadus-Therian","Volcarona",0.128959122693469,2,0.0053210285962814
"Clefable","Zeraora",0.12895925118115,0,0.00532782429052952
"Gengar","Greninja",0.128962404935213,1,0.00533461998477764
"Arcanine","Galvantula",0.128972349259022,1,0.00534141567902577
"Snorlax","Vikavolt",0.128972720376553,1,0.00534821137327389
"Snorlax","Tangrowth",0.128973056833211,0,0.00535500706752202
"Greninja","Tornadus-Therian",0.128973600245315,1,0.00536180276177014
"Aggron-Mega","Persian-Alola",0.128995872524294,1,0.00536859845601827
"Goodra","Mamoswine",0.129003936078527,2,0.00537539415026639
"Galvantula","Tapu_Koko",0.129010329494233,1,0.00538218984451452
"Hydreigon","Snorlax",0.12901870854923,1,0.00538898553876264
"Lopunny-Mega","Tsareena",0.129020118609458,1,0.00539578123301076
"Arcanine","Zygarde",0.129039099842831,1,0.00540257692725889
"Donphan","Heatran",0.129043012178755,1,0.00540937262150701
"Jolteon","Silvally",0.129048619795977,1,0.00541616831575514
"Gallade-Mega","Lopunny-Mega",0.129050621233896,0,0.00542296401000326
"Primarina","Zeraora",0.129050738274471,0,0.00542975970425139
"Arcanine","Aromatisse",0.129063875388163,2,0.00543655539849951
"Rotom-Wash","Shaymin",0.129070979139262,0,0.00544335109274764
"Persian-Alola","Scizor-Mega",0.129079088496049,1,0.00545014678699576
"Donphan","Primarina",0.129093406619773,0,0.00545694248124388
"Cobalion","Jolteon",0.129099486634949,2,0.00546373817549201
"Persian-Alola","Sylveon",0.129111584730916,1,0.00547053386974013
"Goodra","Tangrowth",0.129123488020781,0,0.00547732956398826
"Dragapult","Hydreigon",0.1291235919503,0,0.00548412525823638
"Slowbro","Tornadus-Therian",0.129124672104773,2,0.00549092095248451
"Mienshao","Volcarona",0.129132266441018,1,0.00549771664673263
"Cryogonal","Zygarde",0.129133112411615,0,0.00550451234098075
"Forretress","Primarina",0.129163056548898,2,0.00551130803522888
"Celesteela","Hitmontop",0.129165777381739,4,0.005518103729477
"Landorus-Therian","Zapdos",0.129171019190568,1,0.00552489942372513
"Arcanine","Donphan",0.129206094577744,0,0.00553169511797325
"Tangrowth","Volcarona",0.129223530894702,1,0.00553849081222138
"Aggron-Mega","Amoonguss",0.129227374612959,1,0.0055452865064695
"Silvally","Togekiss",0.129230246016025,1,0.00555208220071763
"Forretress","Krookodile",0.12923071551557,2,0.00555887789496575
"Druddigon","Tornadus-Therian",0.129235891741361,1,0.00556567358921387
"Empoleon","Mamoswine",0.129250635663047,2,0.005572469283462
"Sylveon","Zeraora",0.129251342153124,1,0.00557926497771012
"Krookodile","Vikavolt",0.12927056056875,0,0.00558606067195825
"Gligar","Serperior",0.129279337809751,2,0.00559285636620637
"Primarina","Shaymin",0.129281885462018,0,0.0055996520604545
"Gengar","Jolteon",0.129283366381853,0,0.00560644775470262
"Clefable","Incineroar",0.129289873063137,0,0.00561324344895075
"Rotom-Wash","Tangrowth",0.129291511809288,1,0.00562003914319887
"Kyurem","Scizor-Mega",0.129294247582426,1,0.00562683483744699
"Celesteela","Venusaur-Mega",0.129300492298516,3,0.00563363053169512
"Skarmory","Tornadus-Therian",0.129317851286249,0,0.00564042622594324
"Landorus-Therian","Togekiss",0.129319885603491,1,0.00564722192019137
"Haxorus","Persian-Alola",0.129327068275903,1,0.00565401761443949
"Gliscor","Snorlax",0.129328038984076,1,0.00566081330868762
"Decidueye","Hydreigon",0.129338763041093,3,0.00566760900293574
"Jolteon","Tsareena",0.129358635531174,0,0.00567440469718386
"Florges","Tangrowth",0.129359240550507,0,0.00568120039143199
"Forretress","Kyurem",0.129369060434433,2,0.00568799608568011
"Arcanine","Dragapult",0.129375796100697,0,0.00569479177992824
"Shaymin","Snorlax",0.129414047808712,1,0.00570158747417636
"Garchomp","Gengar",0.129416659297064,0,0.00570838316842449
